fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,March,17,MADHYA PRADESH,1749,ALIRAJPUR,3539732,232.582254388097,50,1966,5427.649431,8815,0,10605,3762165,521090,38278,3035436,201971,734.95029,14912.7278917399,74927,122703,109547,252571,2768,145774,321432,19420,8750.12817079994,1320089,74,18.48,71.32,99.92,NA
2024-2025,March,17,MADHYA PRADESH,1710,SAGAR,3594671,238.180095344054,45,287,3691.231231,14416,14,17440,3208800,431417,40113,384057,36229,2025.81766,13359.771790056,70877,96361,164158,280612,450,288422,494061,31856,7642.722899,971018,75,33.1,29.42,100.55,NA
2024-2025,March,17,MADHYA PRADESH,1711,DAMOH,6495551,241.122010269563,57,541,10561.439412586,8603,0,15872,5723317,755330,42857,886787,39656,1205.58205,25567.1984670856,99852,130126,161537,274811,4791,276554,453660,24475,13800.1770044996,2139274,62,30.54,55.25,101.44,NA
2024-2025,March,17,MADHYA PRADESH,1716,MANDSAUR,3427524,241.615043283616,55,232,2943.5585,5743,0,14333,3040527,531189,40903,87795,8771,964.0126,11253.941727008,55239,81210,100562,211751,581,171659,355432,20076,7346.37062710003,1073538,67,35.43,37.52,99.95,NA
2024-2025,March,17,MADHYA PRADESH,1728,BHOPAL,1527871,242.59293173288,54,148,2354.414506,2721,0,5421,1372110,196700,11829,47731,3716,575.47875,6258.53513135403,25181,33088,44524,72565,123,70603,115442,8142,3328.64187560002,495476,63,21.5,30.72,99.98,NA
2024-2025,March,17,MADHYA PRADESH,1735,MANDLA,9126043,218.346756324405,47,3726,5402.832649,19872,0,18284,8374552,511404,32989,5299912,271692,1346.25942,25034.6547176916,174993,284742,218479,465651,5051,250191,526903,38156,18285.5626487006,4738286,78,50.48,33.33,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1750,SINGRAULI,4337646,236.065051958732,47,830,4217.306693,10259,0,10363,3622777,520987,36065,1143526,70455,761.46371,13530.880810157,76526,112027,124717,219765,836,174693,298978,20622,8552.11040739899,1473452,71,23.34,60.51,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1707,TIKAMGARH,2528082,241.413948234461,49,145,2852.02779,6004,0,10929,2016129,322676,25836,156386,15766,918.59569,8637.84009991595,41023,59474,87874,156986,158,128992,222842,16933,4867.21662039996,717776,66,22.61,44.4,100,NA
2024-2025,March,17,MADHYA PRADESH,1717,RATLAM,3064792,231.187507905605,45,377,3024.515789,6419,0,15213,2494749,577224,65221,819603,73821,1136.40512,9928.46895015001,54864,85682,111650,242586,912,188244,389599,21632,5767.54804160001,980308,77,30.6,42.8,100.23,NA
2024-2025,March,17,MADHYA PRADESH,1722,DHAR,5033499,233.141822756264,46,1565,9419.449823,14810,2,25246,6173623,555913,47987,4172777,319203,1882.29629,25695.0433056779,134156,213376,226054,470983,2987,311437,645269,40056,14393.2971922999,2387722,68,16.92,63.07,99.81,NA
2024-2025,March,17,MADHYA PRADESH,1730,RAISEN,1741767,236.869468929737,45,226,1843.404643,8238,0,12958,1724913,295283,23951,285027,25335,1194.81411,7124.011015,37507,53691,78097,136322,446,154242,243727,21196,4085.792263,585519,72,37.87,18.69,99.97,NA
2024-2025,March,17,MADHYA PRADESH,1733,JABALPUR,2509603,227.265142014907,41,597,1599.137431,5966,0,12529,2217901,434691,40799,800684,68014,1258.42531,7898.07859827905,53840,80018,103205,202848,281,154444,297014,18495,5040.51585740005,1001562,61,21.16,47.35,100.01,NA
2024-2025,March,17,MADHYA PRADESH,1735,MANDLA,9126043,217.957202447495,46,3680,5402.832649,19665,0,17592,8066719,491528,32976,5101458,271484,1244.20313,24229.0308406915,173444,280839,218243,465323,4473,249644,526132,37257,17581.9950617005,4564948,77,49.91,33.86,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1736,CHHINDWARA,8598417,226.740683120971,48,4203,8483.415763,19221,1,19308,7880449,1153821,91114,4437828,279405,1916.5434,28268.1430585518,162098,252574,236646,555257,4154,285586,656364,38529,17868.1838955998,4226413,72,23.63,47.73,100.06,NA
2024-2025,March,17,MADHYA PRADESH,1743,HARDA ,701039,236.650610724568,39,143,451.6920692,2706,0,3926,736011,186902,19400,292349,31568,529.40387,2722.870466,18751,30529,32722,75312,283,50593,113640,6632,1741.774527,315188,57,28.03,15.01,99.94,NA
2024-2025,March,17,MADHYA PRADESH,1744,KATNI ,4483791,201.411341245635,42,601,2419.605554,7112,0,6392,3911461,624007,48418,1273923,86603,979.39078,11277.1223960059,91527,134593,143571,304523,745,172054,364578,13504,7878.12606239991,2293327,51,20.23,56.53,100,NA
2024-2025,March,17,MADHYA PRADESH,1745,DINDORI,10652117,209.744342689002,49,1793,8551.453078,12573,0,13275,8383018,295322,14466,4565075,186632,894.46033,27028.8194097477,170050,266074,193932,359194,4354,204703,375401,25848,17582.9060016007,4612462,66,17.85,66.31,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1748,ASHOK NAGAR,3102534,244.085284591349,55,320,2544.681978,7371,0,14125,3010000,543018,30931,330280,16299,785.59307,10677.2421143926,53969,70908,93412,156990,618,151402,546441,21496,7346.96706619959,877497,77,25.81,55.52,99.88,NA
2024-2025,March,17,MADHYA PRADESH,1751,AGAR-MALWA,1907298,240.875870958748,50,345,2046.620472,4627,0,9576,1650015,389359,34242,45686,4424,568.61392,6589.72239431198,32461,49362,61278,130412,293,108546,218109,14203,3974.48800219998,636327,75,43.74,36.05,99.98,NA
2024-2025,March,17,MADHYA PRADESH,1752,NIWARI,1309869,237.34295295164,47,137,1892.965852,3041,0,4518,1039675,123389,7909,93931,7656,347.44418,4708.00537858196,21695,31121,38230,64912,32,48326,81272,7559,2467.59534609996,398524,67,33.63,55.12,99.94,NA
2024-2025,March,17,MADHYA PRADESH,1701,MORENA,10424323,244.463352250613,62,385,16670.970530484,4777,2,8165,11471165,1383827,41899,161490,4418,1185.77991,45899.5449416831,182862,195949,244430,306487,2311,324418,407613,12942,28042.7945011991,4686958,16,19.04,55.6,99.82,NA
2024-2025,March,17,MADHYA PRADESH,1706,GUNA,2378996,245.503594337804,52,265,3303.478495,6581,0,16889,3032464,356375,31902,602077,56446,1014.34482,11762.6314317049,57639,78189,125208,267766,587,208031,430644,23470,7444.80811699995,984229,77,21.6,60.37,99.97,NA
2024-2025,March,17,MADHYA PRADESH,1714,SHAHDOL,3572499,212.851997422751,41,1778,3975.109711,10568,1,15200,3139010,406378,37755,1920059,138857,933.78647,11590.3416657539,75255,117562,129638,254303,1166,158809,296586,25768,6681.44548429989,1605845,80,20.83,41.93,99.86,NA
2024-2025,March,17,MADHYA PRADESH,1717,RATLAM,3064792,231.36898523496,45,377,3024.515789,6329,0,15147,2465960,568439,65126,809015,73706,1113.26921,9843.25162685002,54569,85234,111504,242277,903,188143,389407,21476,5705.46662830002,969440,77,30.75,43.08,100.23,NA
2024-2025,March,17,MADHYA PRADESH,1722,DHAR,5033499,233.884414248662,45,1554,9419.449823,14643,2,25278,6107549,549172,47944,4126624,318907,1839.62181,25543.676836978,133231,211825,225877,470562,2929,311095,644656,39921,14284.6052,2362303,68,16.95,63.1,99.81,NA
2024-2025,March,17,MADHYA PRADESH,1726,RAJGARH,6776913,241.362680227118,46,1043,6338.451934,16951,0,16253,4926631,642647,58834,121782,10940,1476.34599,19705.846550606,106227,169999,197016,377052,443,278943,517125,33204,11891.04863,1967203,73,32.22,47.38,99.87,NA
2024-2025,March,17,MADHYA PRADESH,1729,SEHORE,1596088,242.821885342993,50,208,1189.658459,7503,0,10167,1556730,337742,30913,207067,20209,1108.7541,6078.49369479998,30669,46075,65307,125653,215,134784,251220,17670,3780.08113569998,537855,61,28.54,27.17,99.92,NA
2024-2025,March,17,MADHYA PRADESH,1733,JABALPUR,2509603,227.635300611257,40,595,1599.137431,5888,0,12500,2194013,429690,40771,791430,67993,1236.11149,7829.59700887906,53638,79639,103155,202770,273,154247,296732,18388,4994.34808800006,991124,61,21.16,47.58,100,NA
2024-2025,March,17,MADHYA PRADESH,1744,KATNI ,4483791,201.38856645567,42,599,2419.605554,7098,0,6363,3859204,616157,48402,1257187,86596,962.87148,11154.4726458059,91104,133829,143537,304447,711,171974,364423,13461,7771.99561219988,2261828,51,19.6,56.94,100,NA
2024-2025,March,17,MADHYA PRADESH,1702,BHIND,3398369,225.467347289996,19,45,59.30949702,1774,43,7586,416623,65716,20741,2892,206,716.07306,1714.731383,21846,23820,81099,110806,1,162263,267307,9360,939.348826300002,165191,38,15.45,34.42,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1704,DATIA,1219205,244.784031008947,48,110,1431.939946,2508,0,4842,1038539,235467,20209,52324,3097,624.22964,4598.34721361501,21315,26952,44287,77622,106,80300,144438,7350,2542.17762780001,361062,44,18.32,48.94,101.38,NA
2024-2025,March,17,MADHYA PRADESH,1706,GUNA,2378996,245.085784181492,52,272,3304.930745,6765,0,16970,3076131,361844,31981,619678,56704,1034.63572,11878.726248505,58150,78940,125701,268484,623,208161,430860,23735,7539.15978379996,998808,77,21.55,59.91,99.98,NA
2024-2025,March,17,MADHYA PRADESH,1710,SAGAR,3594671,238.343884468982,44,284,3691.231231,14065,14,17449,3096848,413711,39926,370036,36152,1934.3533,13006.732349956,69292,94078,163711,279849,423,288115,493569,31514,7381.14781929999,938003,75,33.03,29.63,100.54,NA
2024-2025,March,17,MADHYA PRADESH,1725,KHANDWA,2947209,242.770567059794,37,810,3907.073946,7719,0,11982,3055057,268121,27230,1057371,116220,1059.06277,12382.9159191919,81221,145362,141118,346611,1034,196338,463791,19701,7416.77920289994,1381765,64,19.17,55.31,99.97,NA
2024-2025,March,17,MADHYA PRADESH,1727,VIDISHA,2775354,241.749048434804,46,205,2088.708934,11972,0,15733,2434200,354558,31726,344030,13746,1416.34314,9389.70741124699,52017,64292,127988,191818,189,220422,320222,27705,5884.65533699999,780917,71,27.59,27.24,99.94,NA
2024-2025,March,17,MADHYA PRADESH,1740,UMARIA,2564467,223.548297572651,41,701,2541.832201,9214,1,8660,2263380,141452,12799,1422709,89722,491.95098,8093.53063869387,54003,80408,92430,165702,875,117154,200803,17874,5059.74745759987,1146531,78,15.01,48.91,99.95,NA
2024-2025,March,17,MADHYA PRADESH,1743,HARDA ,701039,237.132227459745,39,143,451.6920692,2711,0,3919,737414,187282,19402,292899,31585,531.14387,2731.482183,18762,30555,32735,75337,287,50613,113683,6630,1748.646244,315729,57,27.9,14.93,99.94,NA
2024-2025,March,17,MADHYA PRADESH,1748,ASHOK NAGAR,3102534,244.699067414385,55,320,2544.681978,7394,0,14153,3018554,544718,30945,331032,16314,788.16885,10719.2243155926,54100,71079,93479,157067,618,151490,546555,21547,7386.37348739961,880338,77,25.86,55.38,99.88,NA
2024-2025,March,17,MADHYA PRADESH,1752,NIWARI,1309869,237.961114434034,48,137,1892.965852,3041,0,4512,1045598,123829,7915,94409,7657,347.44418,4728.52668578198,21736,31183,38239,64937,33,48347,81305,7553,2488.11665329997,401043,67,33.56,55.21,99.94,NA
2024-2025,March,17,MADHYA PRADESH,1705,SHIVPURI,8282775,243.880977255862,52,627,5527.747397,17585,0,34530,7190072,1024511,59000,1656026,69110,1440.33858,24503.3038363521,136352,186365,208225,358595,688,332982,609359,52115,17535.2178590001,2915347,80,15.93,40.18,99.93,NA
2024-2025,March,17,MADHYA PRADESH,1709,PANNA,3684360,230.455744931617,51,404,5013.121164,8795,0,9323,3302189,567912,47541,529024,39656,1046.26222,13669.4676433919,63831,98750,116456,242225,541,167056,335720,18118,7610.08425899991,1298455,64,26.02,57.53,99.94,NA
2024-2025,March,17,MADHYA PRADESH,1712,SATNA,3704773,207.550454448177,45,385,1982.832164,6731,0,13449,2906360,515336,48832,551020,52090,1564.25641,9579.25196170802,64037,91562,139936,256346,356,210375,385281,20180,6032.16338790002,1165656,56,19.23,41.94,99.98,NA
2024-2025,March,17,MADHYA PRADESH,1713,REWA,3380647,207.798004727944,38,221,3108.133066,10098,0,16995,2355358,419755,52623,359271,47464,1858.13628,9860.656274,61903,83381,156712,288662,269,253739,480171,27093,4894.386928,955809,57,21.5,28.06,101.19,NA
2024-2025,March,17,MADHYA PRADESH,1724,KHARGONE,5391643,245.803513544463,47,723,7467.90833664797,7995,0,20472,4924705,428173,42170,2717286,188150,1603.01735,21176.0236083478,103784,159948,190935,379398,3173,289454,573041,28467,12105.0979216999,1973237,71,21.8,61.88,99.97,NA
2024-2025,March,17,MADHYA PRADESH,1726,RAJGARH,6776913,240.819486430526,47,1055,6338.621614,17375,0,16206,5095260,664778,58959,125748,10971,1495.51685,20104.517428406,108209,173283,197311,377708,476,279431,517922,33581,12270.37896,2034043,73,31.72,47.85,99.88,NA
2024-2025,March,17,MADHYA PRADESH,1729,SEHORE,1596088,243.087994397292,51,209,1189.658459,7792,0,9940,1576738,343039,30966,210808,20253,1133.49019,6156.00943019998,30837,46324,65401,125876,221,135026,251617,17732,3832.86078109998,544616,61,28.29,26.75,99.93,NA
2024-2025,March,17,MADHYA PRADESH,1732,NARMADAPURAM,1061723,226.616649422544,41,194,489.2244692,4943,0,9158,948729,173651,20018,288454,32870,1037.21753,3676.41987109701,22930,33298,48376,103060,210,102317,196818,14101,2149.97787190001,337664,56,24.12,18.42,99.95,NA
2024-2025,March,17,MADHYA PRADESH,1738,BALAGHAT,9487630,233.964626807525,41,6499,7548.218662,27249,0,16770,7944828,375311,28414,2442246,131888,1953.43474,28089.7405825537,190794,289655,276810,592044,4854,317421,669569,44019,18588.0871806997,4878470,69,38.82,33.4,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1742,BARWANI,2964666,214.734527175818,35,589,1882.382587,12771,0,13795,2401400,221108,35817,1848046,241313,999.05466,8038.07218237408,67406,115985,138792,320503,875,210375,466039,26566,5156.63493560008,1020746,79,21.72,50.54,99.73,NA
2024-2025,March,17,MADHYA PRADESH,1744,KATNI ,4483791,201.497269663337,43,602,2419.605554,7133,0,6389,3959259,631686,48421,1290054,86632,979.88468,11377.2890175059,91844,135151,143600,304581,798,172102,364672,13522,7977.79878389995,2323436,51,20.63,56.33,100,NA
2024-2025,March,17,MADHYA PRADESH,1706,GUNA,2378996,244.808055994589,53,275,3304.930745,6866,0,17166,3133767,367589,32058,638334,57073,1109.59041,12086.235226805,58854,79869,126126,269163,648,208266,431007,24032,7671.71407209996,1017345,77,21.46,59.71,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1709,PANNA,3684360,230.144640067347,51,405,5013.121164,8906,0,9286,3320010,571092,47553,531859,39664,1104.66972,13758.6159490919,64070,99124,116498,242310,545,167219,335999,18192,7640.82506469992,1305186,64,26,57.4,99.95,NA
2024-2025,March,17,MADHYA PRADESH,1717,RATLAM,3064792,231.382455925302,45,380,3024.515789,6543,0,15132,2533086,587552,65344,834412,73885,1210.22463,10095.85702,55273,86400,111747,242852,946,188346,389794,21675,5861.116598,995202,77,30.58,42.67,100.23,NA
2024-2025,March,17,MADHYA PRADESH,1718,UJJAIN,2479042,185.915726159067,47,438,1303.581149,6580,0,9600,2334399,768816,60197,141248,12848,1576.91844,7220.51444165599,49484,76517,77138,180278,390,153715,357898,16180,4340.01485229999,825325,58,24.05,37.43,99.99,NA
2024-2025,March,17,MADHYA PRADESH,1732,NARMADAPURAM,1061723,225.845277660114,41,194,489.2244692,5108,0,9012,965551,177045,20036,293775,32907,1093.88843,3763.76423609701,23126,33590,48422,103195,219,102360,196903,14120,2180.65133690001,343448,56,24.1,18.65,99.95,NA
2024-2025,March,17,MADHYA PRADESH,1745,DINDORI,10652117,209.973392180297,50,1824,8551.453078,12693,0,13238,8646610,306256,14467,4695563,186715,962.38355,27669.4169537478,171006,268514,193993,359333,4703,204827,375633,25931,18155.5803256008,4764142,66,17.97,66.37,100,NA
2024-2025,March,17,MADHYA PRADESH,1746,ANUPPUR,5363411,198.822450244808,51,2148,3526.21459223699,9334,0,9226,4625146,418687,25403,2790397,147511,764.16582,13486.2090168367,90011,140197,130851,264876,3682,160143,316092,18560,9195.82860459971,2336076,79,58.07,21.27,100.59,NA
2024-2025,Feb,17,MADHYA PRADESH,1706,GUNA,2250543,245.52101378789,52,262,3303.478495,6338,0,16958,2969852,348157,31829,581770,56143,1012.67612,11607.7653531049,57014,77300,124768,267170,562,207609,430170,23296,7291.61073839992,963625,77,21.87,60.72,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1716,MANDSAUR,3242453,241.678202175146,53,229,2943.5585,5438,0,14361,2888357,498912,40591,81198,8705,903.26751,10827.355279908,53982,79186,99864,210475,506,169963,352867,19799,6980.52926999997,1016916,67,35.92,37.23,99.93,NA
2024-2025,Feb,17,MADHYA PRADESH,1717,RATLAM,2899310,231.792127382503,44,370,3024.337289,6278,0,15079,2409703,552746,64909,786241,73595,1113.26921,9723.108346,54036,84336,111329,241828,824,187879,388910,21357,5585.501847,947355,77,31.06,43.15,100.23,NA
2024-2025,Feb,17,MADHYA PRADESH,1720,DEWAS,2528330,239.513156690455,47,298,2139.70532,4485,0,10402,1995514,326251,38617,417099,46168,1186.72961,8105.95350383497,42274,58916,102414,206621,531,164887,334011,14887,4779.51857359996,631859,65,31.45,38.1,99.76,NA
2024-2025,Feb,17,MADHYA PRADESH,1728,BHOPAL,1445372,243.337449717101,53,145,2354.414506,2462,0,5492,1306110,185907,11661,44593,3673,526.62992,6059.29919025403,24292,31878,44049,71835,104,70282,114999,7954,3178.25476450003,471001,62,21.64,30.75,99.98,NA
2024-2025,Feb,17,MADHYA PRADESH,1729,SEHORE,1509908,243.057168217538,50,207,1189.658459,7277,0,10291,1527635,329902,30821,202147,20161,1108.40787,6011.09270079999,30354,45561,65156,125339,206,134461,250713,17568,3713.02637169999,528085,61,28.74,27.44,99.92,NA
2024-2025,Feb,17,MADHYA PRADESH,1733,JABALPUR,2374094,227.318262976159,40,589,1599.137431,5311,0,12726,2148537,420420,40730,773560,67917,1236.11149,7719.26590867907,53161,78768,103032,202524,250,153632,295731,18037,4884.01698780007,970494,61,21.22,48.08,100,NA
2024-2025,Feb,17,MADHYA PRADESH,1741,NEEMUCH,1471369,239.641298765898,49,307,1124.531177,4092,0,6397,1252489,128700,14101,98727,10889,467.76316,4593.775243,25264,34674,51112,111734,199,90154,194857,10489,3001.480907,389729,61,25.51,24.19,99.79,NA
2024-2025,Feb,17,MADHYA PRADESH,1747,BURHANPUR,1347487,240.136002863216,39,527,983.8326238,2243,0,4992,1187475,214692,27075,515084,53735,365.41411,4200.80173381997,30388,52126,54749,139556,637,89175,214426,7235,2851.55499999997,581694,65,15.4,60.43,99.91,NA
2024-2025,Feb,17,MADHYA PRADESH,1749,ALIRAJPUR,3348606,232.642279043134,49,1914,5425.529681,8256,0,10980,3613556,501548,38176,2914666,201434,671.63315,14503.8218638399,73316,119914,109162,251904,2602,144724,319789,19236,8406.6590328999,1266917,74,19.15,70.33,99.92,NA
2024-2025,Feb,17,MADHYA PRADESH,1750,SINGRAULI,4103436,236.38345491091,45,801,4217.306693,10074,0,10014,3378802,484203,35903,1059637,70103,700.68912,12904.9247149569,73600,107393,124018,218653,708,172466,296001,20088,7986.92890219893,1374385,70,23.65,60.34,99.99,NA
2024-2025,Feb,17,MADHYA PRADESH,1752,NIWARI,1239141,239.749094740491,47,137,1892.965852,3001,0,4446,997736,118035,7889,89628,7619,337.00964,4622.03852038198,21021,30109,38127,64699,28,48056,80748,7447,2392.06302789998,382934,66,34.13,54.98,99.93,NA
2024-2025,March,17,MADHYA PRADESH,1710,SAGAR,3594671,239.688740815808,44,273,3690.007468,13612,14,17517,2971138,393941,39796,352532,36046,1911.31704,12722.807768156,67416,91370,163320,279174,378,287588,492827,31129,7121.48326009999,899747,75,32.91,29.84,100.49,NA
2024-2025,March,17,MADHYA PRADESH,1716,MANDSAUR,3427524,241.563539579752,53,229,2943.5585,5495,0,14385,2927469,506213,40643,82979,8732,903.26751,10918.523746408,54355,79782,100069,210847,518,170326,353484,19880,7071.69773649997,1031357,67,35.87,37.11,99.93,NA
2024-2025,March,17,MADHYA PRADESH,1719,SHAJAPUR,1494585,230.809027224126,47,211,1485.893956,4156,3,7332,1291428,256960,22770,119190,12303,791.0483,5257.67466058699,26998,38335,62150,109188,76,108799,185223,11488,2980.73240409999,451681,65,43.78,24.92,100.03,NA
2024-2025,March,17,MADHYA PRADESH,1726,RAJGARH,6776913,241.936415887155,46,1039,6338.451934,16868,0,16200,4852071,633222,58782,119886,10932,1459.3817,19536.760307806,105395,168596,196887,376798,423,278824,516924,33068,11738.92667,1937796,73,32.47,47.16,99.87,NA
2024-2025,March,17,MADHYA PRADESH,1736,CHHINDWARA,8598417,227.295374896784,48,4171,8483.335763,18722,1,19539,7724366,1130975,91062,4348001,279176,1883.20885,27923.6712710518,160793,250025,236432,554648,4012,285341,655782,38261,17557.1266580998,4143111,72,23.69,47.75,100.06,NA
2024-2025,March,17,MADHYA PRADESH,1741,NEEMUCH,1555350,240.144974070436,49,309,1124.531177,4136,0,6411,1264194,129894,14099,99780,10901,470.64175,4631.07128,25382,34866,51132,111816,202,90200,194948,10547,3035.898354,393705,61,25.3,24.04,99.8,NA
2024-2025,March,17,MADHYA PRADESH,1746,ANUPPUR,5363411,198.053353696094,49,2118,3519.91159393699,9147,0,9217,4432110,401422,25349,2680107,147305,719.01534,13016.869428437,88747,137761,130663,264496,3221,159423,314888,18364,8777.94249449996,2237644,79,57.81,21.73,99.98,NA
2024-2025,March,17,MADHYA PRADESH,1749,ALIRAJPUR,3539732,232.355456207448,49,1918,5425.622181,8303,0,10969,3641841,506459,38213,2936368,201560,671.63315,14559.2716008399,73625,120449,109275,252077,2626,145035,320256,19272,8462.0162698999,1276979,74,18.75,71,99.92,NA
